age,gender,height,weight,bodyfat,diastolic,systolic,sitandbend,situps,broadjump,gripforce
29,1,176.9,63.1,11.3,74,130,12.1,44,244,37.3
27,1,173.7,73.3,10.9,52,114,10.1,60,242,48
35,1,180.1,98.3,30.3,85,146,7.1,54,184,45.3
28,1,175.6,76.9,20.6,68,110,8.7,57,217,53.2
24,1,172.4,60.1,18.5,75,143,-2.4,48,186,32.9
23,1,171.5,92.2,33.4,88,107,21.8,30,222,46.9
52,0,154.1,60.1,33,85,154,24.2,25,141,27
50,0,160.4,67.5,36.4,61,115,17.4,25,137,31.2
39,1,176.1,73,19.8,99,155,17.8,36,217,42.9
24,1,169.6,67.2,16.4,60,110,2.4,32,207,43.7
55,1,167.3,78,27.8,78,136,8.2,30,148,42.5
41,1,171.7,73,23.5,79,121,17.8,32,202,40.4
21,0,164.5,44.6,19.4,69,108,15.1,33,169,23.6
40,1,174.5,77.7,29.3,82,123,8.4,35,159,29.3
25,1,177.8,68.5,17,98,146,19,41,191,40.9
22,0,167.9,66.7,33.1,87,136,27.7,51,176,33.3
36,1,172.3,87.5,29.6,80,137,12.5,41,200,40.6
37,0,170.6,83.7,33.9,79,137,17.2,51,159,34.7
25,0,161.5,67.5,30,85,122,11.7,39,112,28
24,0,158.5,51.5,28.9,74,130,17.6,50,153,25.9
44,0,161.2,54.4,22.4,74,150,18.9,42,159,27
23,1,182.3,80.3,18.9,72,114,3,31,175,44
52,1,171.7,73.96,28.3,81,129,1.2,31,184,41.9
29,0,161.6,56.1,28.2,81,140,13.3,40,181,30.5
33,1,164.6,63.1,13.6,83,142,20,64,240,49.9
21,1,167.5,63.4,12.4,85,134,15.7,59,234,40.4
23,0,165.6,58.6,32,74,117,13.7,24,156,29.3
61,0,157.6,56.9,36.5,88,159,20.8,20,121,21.7
24,1,167.2,56.1,13.3,69,110,24.4,52,229,32.8
32,1,175.9,77.9,20.7,63,123,14.9,40,226,54.6
44,1,165.4,59.7,18.6,81,117,12.2,48,225,33.6
23,0,168.9,58.4,26.7,64,108,20.5,31,174,26.4
38,1,166.5,59,14.4,71,124,13.8,39,213,41.5
21,0,172.1,59.2,21.6,61,100,21,53,182,30.6
23,1,167.2,68.7,17.5,90,135,11,48,236,36.6
24,1,173.1,60.4,12,66,117,10.2,62,239,29.3
60,1,165.3,66.8,22.3,84,155,12.8,35,174,33.9
49,0,154,60.7,33.7,87,145,12.3,31,151,18.3
52,0,155.7,50.2,29.7,93,159,20.2,14,126,22.4
26,1,168.5,76.3,24.9,96,146,19,59,227,39.1
28,1,179.8,83,15.8,80,120,24.4,43,188,44.1
55,0,146.3,49.9,31.9,85,156,22.7,23,114,25.6
30,1,176.7,79.5,15.3,80,120,28.9,62,222,49.3
22,1,177.6,71.8,19.2,65,108,10.2,48,199,41.6
29,1,180.1,72.4,13.8,91,155,15.2,52,223,48.4
57,0,155.8,52.5,32.3,70,135,20.6,28,137,19.3
25,0,160.2,42.1,17.5,73,113,19.1,5,124,21.6
28,1,177.9,59.7,13.1,90,143,23,70,247,40.9
24,1,172.4,67.98,14.4,83,155,22.6,59,236,49.7
49,0,165.7,55.3,27.8,75,133,23.1,28,152,26.5
21,1,180.9,77.7,16.1,92,153,9.1,43,215,43.6
38,1,182,91.6,27.5,76,129,15.2,50,218,54.5
28,1,174.3,81.2,20.8,74,118,11.6,40,186,44.5
21,0,154.6,54.8,35.2,78,116,25.5,44,155,24.4
38,1,166.2,62.7,18.8,75,139,19.7,62,228,50.6
59,0,162.9,61,32.6,82,123,19.5,0,0,29.7
37,1,168.6,62.5,19.9,80,121,4.6,52,190,43.8
59,0,154.7,60.34,37.3,91,149,20.5,25,148,26.7
48,1,169.5,70.2,24.3,80,126,5.3,39,222,41.1
21,0,158.6,47.3,21.2,72,104,20.2,38,173,18.5
41,1,178.3,86.1,22.3,78,131,8.5,42,223,42.7
27,1,169.9,73.9,12.9,60,121,19.5,65,226,50.4
61,1,176.5,77.6,27.6,80,150,-19.7,12,140,41.4
27,1,175.7,78.9,19.7,80,120,6.7,46,203,45.6
25,0,159.4,53.6,26.5,70,108,10.9,49,146,27.5
34,1,177.6,80.8,22.6,97,127,9.1,44,234,40.3
29,1,169.5,81.4,20.9,86,151,19.5,44,251,42.7
56,1,164,68.66,22.3,92,144,10.8,44,199,41.2
26,1,174.1,79.2,23.4,69,127,15,46,193,49.1
23,1,177.2,68.5,20.5,78,138,8.8,35,193,49.7
28,0,163,48.02,20.6,64,108,15.5,35,170,22.9
22,1,158.7,57.7,16.4,69,132,11.1,53,226,45.7
50,1,174,75.4,26,93,138,22.8,28,227,38.3
22,0,158,53.5,28.5,89,127,22.8,40,153,22.4
47,0,160.2,52.8,24.6,65,127,22.1,28,165,24.9
25,1,178.2,74,21.3,80,130,16.3,52,230,48.3
23,1,171.2,65.7,10.4,66,122,12.4,60,237,40
23,0,162.2,60.9,28,57,100,20,38,157,27.4
24,1,175.1,81.8,27,85,137,9.5,39,192,40.4
22,0,169,63.4,27.6,77,115,24.8,61,212,25.8
21,0,165.7,51.94,19.1,80,120,19.7,42,196,37.5
27,0,166,54.1,29.1,75,134,24.6,29,179,22.4
25,1,181.2,90,20,90,144,17.8,55,232,53.6
21,0,162.8,53.9,27.5,71,118,20.8,39,190,22.5
53,1,176.6,86.1,20.8,89,133,10.9,60,192,42.2
27,1,181.2,68.4,21.2,68,131,-2.2,45,215,34.8
21,1,170,56,16.1,80,120,24,42,230,43.6
21,1,179,91.4,24.3,70,126,17.8,35,180,44.8
24,1,174.1,86.4,23.6,74,105,18.9,43,223,51.1
28,0,159.8,62.68,34.3,96,130,22,41,164,29
44,1,171.2,74.8,16.2,76,116,8.4,49,210,43
21,0,162.5,50.64,27.7,79,109,12.8,29,159,17.8
38,1,179.8,82.5,24.6,94,134,-2.1,40,204,42.2
49,1,174,73.3,22.1,83,146,20.2,44,218,42
62,1,163.6,57.3,22.3,82,130,17,23,185,34.2
24,1,172.6,73,18.8,75,129,17.4,59,238,44.8
55,1,171.1,76.4,24.4,91,159,9.3,30,160,42.7
28,1,171.7,77.6,14,85,132,19.7,53,257,59.1
52,1,162.4,58.3,17.4,83,144,9.8,37,198,38.3
24,1,178,79.6,12.5,82,146,20.4,66,265,52.7
28,1,175.2,68.8,20,92,155,23.9,55,230,39.9
36,1,174.8,72.6,17,66,141,22.1,54,239,41.6
60,1,164.6,78.4,34.3,77,135,-8.4,15,174,36.8
60,1,162.7,62.4,20.8,78,129,3.5,32,195,35.9
25,0,173.8,61.9,23.5,60,115,24,41,163,27.9
50,1,174.7,65.9,17.6,86,147,17.6,38,212,32.9
21,1,173.3,74.9,25.5,82,136,0.9,50,212,41.2
42,0,160,51.5,21.2,72,112,26.2,34,161,21.8
22,1,175.3,80,17.2,80,121,7.4,47,237,47
33,1,178,67.5,16.7,74,139,15.8,53,221,46.5
30,1,175.7,69.3,15.5,76,136,16.9,45,211,45.3
21,1,175.7,71.8,12.8,61,118,25,62,262,46.6
42,0,165.4,49.9,24.4,67,119,16,27,125,22.8
23,1,171,85,23.3,97,150,8.2,42,241,51.2
43,0,165.3,66.8,27.8,77,130,17.9,35,164,32.6
63,1,164.8,71.2,25.8,97,148,21.4,28,157,45.9
32,1,171,78.2,23.2,76,124,7.5,57,225,35.2
27,1,168.9,66.8,20.7,60,110,18.4,54,229,47.6
58,0,158.9,57.3,35.1,79,132,22.4,25,135,24.4
21,1,174.1,77,18.9,87,159,5.5,34,228,39
64,1,168.5,66.3,20,78,123,0.4,23,128,22.4
59,1,173,67.4,20.9,86,160,14.9,41,208,40.5
33,1,165.7,78.5,23.1,73,133,9.9,45,213,53.2
28,0,165.2,58.5,31.6,74,129,26.6,33,164,30.4
22,1,170.7,72.2,23.8,72,136,20.7,49,226,46
21,0,157.3,48.5,25.7,69,123,28.4,43,196,27.9
25,1,171.7,61.6,11,70,135,0.7,37,207,44.6
24,1,178.6,67.6,13.4,80,128,19.6,55,212,49.4
21,0,161.7,63.3,32.8,86,116,23.7,41,180,30
46,1,174.3,72.3,23.1,79,133,5.8,19,190,40.9
22,0,163,54.2,19.2,69,115,30.9,36,170,31.6
35,1,173.1,74.7,16.6,83,142,24.3,59,215,46.9
24,0,172.4,65.16,29.3,65,115,19.8,40,177,32.6
22,0,160,54.9,22.7,75,118,12.8,32,164,20.5
40,1,182.9,77.9,14.4,78,131,20.3,49,233,46.4
43,1,168,68.4,29.6,77,108,21.6,34,225,45.4
29,0,158.5,53.32,23.1,78,138,19.2,43,169,28.4
55,1,168,63.1,18.3,69,116,17.5,34,195,38.7
21,1,170.4,107.9,42.1,85,136,5.9,37,200,49.5
21,0,162.4,62.2,33.9,69,121,22.2,41,185,29.3
40,1,164,79.1,31.1,85,142,3.2,35,181,29
23,1,172.1,75.96,20.8,70,119,16.1,50,231,39.8
33,1,172.6,79.3,32.8,84,141,16.1,51,200,39.9
64,1,164.2,63.24,17.5,80,159,19.1,29,168,37.3
23,0,169.4,48.8,21.5,83,117,22.2,27,138,18.6
26,1,170.9,70.9,18.4,64,130,16.1,53,219,44.7
21,0,149.9,48.4,31.2,65,117,23,42,162,22.5
60,1,172.7,78,21.2,81,120,16.8,37,190,43.7
50,1,174,80.2,28.9,93,151,3.2,27,191,41.3
28,0,160.8,54,28.3,73,127,16.4,46,166,33.3
52,0,153.8,61.7,30.1,96,154,19.4,24,143,23.6
31,1,174.5,74,22.3,87,129,23,37,211,40
36,0,159.6,47.9,25.2,68,106,21.2,31,148,18.1
28,1,169.7,64.9,15.9,81,132,18,57,225,44.3
61,0,153.4,49.1,33.6,70,127,24.8,26,120,25.7
24,1,181.8,66.7,12.6,85,128,13.3,46,236,41.7
56,1,184.6,90.5,26.5,90,135,-18,20,211,48.1
37,1,179.2,89.5,20.2,95,145,21.9,45,232,49.4
58,0,158.9,55.7,26.2,65,100,26.3,31,132,21.4
60,1,164,59.4,21.8,74,119,5,35,165,32.1
30,0,163.5,55.6,21.9,54,103,23.9,34,162,28.5
48,0,159.1,56.2,32.2,93,136,22.8,30,168,23
30,1,174.7,71.2,22.2,87,144,10.4,60,197,47.1
33,0,170.5,54,21.2,73,108,27.6,52,186,25.5
22,0,176.6,54.8,23.7,78,128,20,41,195,27.9
52,1,168.8,74.3,24.3,98,151,22.4,23,188,31
55,0,152.1,59.3,35.2,70,127,26.4,16,136,29.4
29,1,171,74.5,22.9,77,122,13.2,46,205,35.3
64,0,156.6,58.2,34.3,69,115,12.5,0,73,21
40,1,174.2,77,13.7,81,121,20.7,60,227,55.9
38,1,171.7,91.6,22.8,80,136,16.1,58,237,52.3
28,1,161.9,61.7,11.1,72,120,10,56,250,41.4
21,0,166.6,65.42,30.9,70,130,25.9,41,181,29.4
34,1,176.3,74,22.4,90,122,17.7,56,218,39.3
35,1,172.9,64.9,22.8,96,157,2,59,218,35.1
24,0,158.4,53.7,33.9,81,142,19.9,40,162,22.8
26,1,179.4,92.1,23.3,69,156,16.2,60,245,59.7
44,1,167.1,71.2,20.2,89,144,16.5,42,202,44.9
36,1,169.5,70.6,15.6,94,138,23.4,50,236,45.1
45,0,155.7,43.3,19.5,80,130,14.2,17,133,21.3
51,0,156,63.3,37.6,65,107,16.1,20,162,20.7
55,1,169.3,71.9,17.8,82,158,5.4,33,199,31.8
62,1,171.2,51.7,16.5,69,128,15.2,39,178,34.7
23,0,165.6,48.6,25.8,99,129,22.7,28,140,20.6
42,1,172.8,80.1,19.2,96,142,20.9,49,233,45
38,0,164.4,56.2,21.5,83,125,17.1,29,169,28.9
56,0,154.6,67.4,43.6,74,122,11.9,15,105,19.6
33,1,180.8,73.64,18.7,87,132,7.5,48,223,46.6
62,1,175.8,66.6,21.1,83,154,8,20,171,35.2
21,0,161.1,50.6,24,70,116,26.8,51,160,23.6
35,1,173.3,73.4,24.5,73,134,14.5,48,199,40.9
60,1,171.2,69.8,25.6,80,138,18.9,28,184,39.8
21,0,167.4,55.5,24,65,117,27.3,49,217,24.3
22,0,166.1,41.6,20.6,68,102,13.3,25,146,19.2
23,0,158,57,29,82,138,24,46,188,29.6
51,0,156.4,76.8,45.1,90,158,19.8,0,105,20.3
63,1,175.8,86.7,30.7,71,108,0.1,22,150,45.2
40,0,158.5,56.9,28.6,84,135,16.1,17,161,30.1
24,1,179.1,70.9,20.4,70,127,16.4,45,191,37.3
31,0,157.6,53.8,32.3,70,127,6.5,23,158,22.4
57,1,167.7,73.8,20.5,78,131,-4.5,27,139,28.9
33,1,181.6,73.4,14.6,68,119,18.9,55,230,45.1
54,1,160.7,59.7,17.2,92,139,19.5,51,206,41.5
22,1,172.9,72,11.9,79,132,20.4,56,234,50
23,1,175.1,82.7,18.7,74,142,11.1,58,217,56.8
59,1,166.3,77.1,27.9,77,117,14.5,15,162,27.5
38,1,171,69.3,18.8,61,136,18.3,48,220,47
28,1,175.5,86.8,34.4,91,148,9,56,167,44.2
62,0,161.7,58.3,30.7,91,155,19.2,36,145,24.9
30,1,178,91.8,30.2,81,141,-3.6,18,211,37.2
25,1,170.4,70.9,19.4,83,134,12.9,52,206,47.7
28,0,158.8,52.2,28.4,66,99,24.9,27,141,21.1
28,1,175.7,77.2,12.1,82,145,22.5,60,228,51
22,1,166.7,69.8,21.7,84,129,10.2,51,198,35.6
25,1,173.4,68.4,9.8,81,118,20.1,48,185,33.6
51,1,176.6,91.2,31.8,79,138,1.5,29,155,38.3
21,0,169.8,67,30.1,76,115,30.2,39,183,28.6
57,0,159.3,47.8,25.4,75,111,22.4,19,107,16.5
62,0,155.5,52.8,26.97343,73,114,22.4,30,148,25
27,1,167,74.6,26.3,87,131,13.8,51,196,41.2
64,0,155.9,51.5,30.2,93,137,22.2,25,107,20.9
22,1,177.1,63.3,11.1,70,143,12.3,55,250,47.6
62,0,148.8,57.9,33.6,72,137,15.5,19,118,19.5
48,0,144.5,51.8,36.2,76,129,14,30,108,22.3
49,1,171.9,76.8,19.3,93,145,13,35,205,55.5
22,1,169.3,67,19.3,81,127,10.8,58,191,40.6
36,1,177.3,82.32,22,76,129,20.6,48,214,57.5
26,1,174.2,70.3,24.7,107,149,23.1,39,215,36.7
25,1,176.1,77.1,17,77,133,14.6,55,224,52.8
52,0,163,55.4,22,80,133,20.9,32,154,27.2
31,1,181.1,75.4,9.8,75,136,14.4,63,234,56
60,0,156.5,61.22,31.2,64,113,18.9,13,108,21.9
41,0,162.3,65.2,28.7,85,128,1.9,32,163,27.9
21,0,171.4,70.94,21.8,67,130,24.6,54,197,32.3
60,1,173.3,74,26.1,87,156,7.8,32,198,42.6
27,1,170.8,68.8,14.7,74,129,21.8,59,238,43.8
25,0,162.4,55.8,26.4,76,117,23,45,172,33.4
26,0,160.8,66.12,39.4,76,126,16.7,17,132,19
29,0,171,59.5,21.5,65,109,16.7,44,171,26.5
21,1,172.9,67.9,25.7,93,143,-2.2,45,184,33
45,1,170.4,80.8,25,94,143,4.9,37,229,54.5
24,1,179.5,78.9,15.9,90,157,6.2,45,167,46
26,0,162.7,51.4,22.5,57,106,15.7,40,191,22.7
27,1,181.4,83.1,19.5,91,135,19,53,232,44.9
44,0,167.7,56.2,11.2,69,118,21.5,44,175,35.1
21,1,176,62.5,16.4,69,114,19.9,52,262,36
34,1,171.2,88.5,27.4,81,149,7.4,51,210,51.1
30,1,167.8,74.2,21.4,77,129,25.8,50,203,44.4
25,1,184.3,85.1,22.6,82,128,17.2,47,221,54.5
48,1,171.6,58.5,11.3,75,127,16,42,202,42.6
27,1,172.7,76,13.2,62,116,12.7,57,229,43.4
35,1,176.5,82.1,21.6,86,137,10.1,56,252,56.4
50,1,166.4,84,32.3,76,128,2.4,30,153,36.1
26,0,172.9,65.4,20.4,77,128,29.2,50,188,31.3
38,1,179,83.4,26.8,88,134,-14.1,32,182,31.4
34,1,171.1,66.3,13.8,77,135,17.9,55,245,40.4
25,0,160.7,59.2,29,72,134,14.6,42,197,26.3
28,1,171.4,79.8,18.7,64,136,22.9,66,258,46.6
54,1,166,62.5,12.1,79,139,18.2,48,234,45.6
58,0,154.8,51.3,40.3,81,138,18.4,17,112,22.8
25,1,175.9,81.1,27.8,75,133,14.9,56,211,48.6
22,0,169.5,61.6,28.4,80,127,14.9,52,176,28.7
60,1,168,59,21.1,84,158,15.9,37,191,37.2
21,0,165.9,71,33,76,131,25.1,34,180,27.5
58,1,168.4,63.8,23,70,133,4.3,24,186,33.5
28,1,174.2,75.6,16.6,74,117,12,52,240,54.8
26,1,172.6,75.5,17.1,75,122,17.2,52,240,40.7
27,1,189.2,78,11.6,79,136,13.6,49,248,49.1
50,1,180.8,93.4,25.2,94,151,9.6,29,200,41
41,0,170.4,63.8,27.2,87,127,25.8,41,168,27.5
60,1,164,54.8,14.2,67,125,15.6,20,159,25.4
21,1,170.5,64,13.2,78,138,19.8,73,290,48.1
60,0,154.6,73.5,39.7,75,142,9.8,11,98,19.8
21,0,155.7,44.7,19,73,122,22.6,35,184,28.8
50,0,166,61.2,31.4,80,139,16.8,18,130,22.1
53,1,167.3,72.96,21.5,90,138,17.6,47,208,44.2
24,1,175.5,72.6,7.4,66,140,25.7,55,251,48.6
55,1,167.8,64.7,20.3,81,141,16,19,195,39.9
26,1,187.9,95.4,12.4,95,150,19.3,47,227,53.2
45,1,176.6,58.88,11.2,86,147,27.4,41,209,41.8
22,0,155.6,47.9,22,63,98,26,44,171,21.7
22,1,165.2,62.8,18,76,115,22,55,232,43.1
60,1,175.7,95.22,28.4,95,157,9,28,189,49.5
62,1,170.8,79.88,27.9,74,124,15.2,36,154,32.2
25,1,167.2,69.5,22.4,77,133,23.8,60,215,44.4
25,0,148.7,51,38.6,83,117,23.6,37,168,25.6
30,1,181.3,97.36,24.2,88,145,19.6,51,245,63.6
25,1,178.7,63.8,15.2,74,122,1.5,33,214,29.7
24,1,175.7,73.9,22.1,88,128,11.8,56,198,35
61,1,176.5,75.48,19.5,79,133,12.8,32,193,46.1
60,1,171.7,71.42,23.1,87,146,14.8,29,180,45.6
22,0,161.8,58,28.3,72,133,26.6,44,198,30.1
46,0,160.6,67.78,34.1,87,145,19.8,47,185,27.1
41,1,178.8,82.6,22.5,91,146,17.36,39,236,55.1
24,0,159.8,57.2,30.3,92,125,12.4,32,176,30.3
58,0,150,55.7,34.1,95,155,17.5,18,120,22.6
24,1,178.5,95.4,26,72,132,0.7,53,185,59.6
56,0,153.3,51.6,28.3,93,111,21.2,29,158,24.8
40,1,176.9,72.4,25.3,72.4,137,14.5,44,196,43.1
39,1,170.5,71.8,29.8,78,121,12.5,44,185,42.3
23,0,161,58.9,31.1,77,127,19.1,43,203,30.3
62,0,156.3,67.28,41.6,99,159,-1.5,0,129,25
30,1,173.7,71.5,25.2,92,140,17.4,43,213,39
25,1,176.5,80.6,17.2,83,128,26,53,231,47.5
29,0,160.8,78.32,38.2,94,135,14,31,128,32
35,1,180.3,77.3,13.6,59,115,11.1,44,210,41.5
60,0,166.8,56,18.3,77,142,21.8,31,123,23.7
24,0,165.8,82.5,42.7,85,133,6.6,15,97,26.3
40,1,170.8,68.5,23.1,79,133,-1,43,204,28.8
37,1,175,63.7,17.1,76,113,9.1,41,220,40.7
23,1,176.6,76.2,19.9,77,126,4.7,29,208,40.2
55,0,156.4,52.8,32.8,99,155,24.1,34,134,19.8
37,1,165.4,71.7,17.5,68,108,10.7,45,221,39.6
48,0,164,65.6,35.6,91,146,24.1,40,142,23.7
23,1,168.4,62.9,14.3,77,113,17.8,49,208,48.2
56,1,172.2,69.5,21.1,81,121,11,34,193,44
38,1,178.4,83.02,14.6,64,118,20.7,41,226,44.8
59,1,167.9,64.9,21.9,75,116,14.4,36,201,41.2
23,0,165.4,51.2,26.4,71,115,25.5,38,140,21.9
30,0,169.3,66.2,34.2,96,140,14.8,42,186,29
32,0,158.9,49.2,21.8,71,118,30.5,42,202,24.3
27,1,171.2,73.1,19.3,60,113,8.4,45,209,56.9
42,1,175.6,95.4,46.2,89,142,-5.5,15,62,38.1
50,1,172.5,81,22.8,88,128,20.9,40,214,50.2
33,1,174.9,80.2,23.5,79,131,19.3,53,233,50.7
43,1,173.3,64.76,14.4,78,154,20,48,238,60.1
62,1,168.4,71.6,15.7,73,157,17.1,45,213,42.7
27,0,156.5,60.8,32.3,81,145,21.3,34,160,21.4
53,0,155.5,49.6,28.6,95,142,24.9,34,126,23.3
56,0,156.1,53.9,33.3,80,131,17.1,22,119,23
21,1,172.7,76.2,16.7,88,133,2.5,55,160,34.1
24,1,166.8,70,13,81,134,16.7,60,244,50.4
24,0,163.2,70.2,31.8,91,137,23.1,47,165,34.2
60,0,148.4,50.1,28.1,78,116,32.6,13,130,27.2
22,1,168,60.8,20.3,72,130,15.9,57,233,31.7
43,1,174,77,16.4,80,120,5.2,29,180,53.3
37,1,170,74.4,19.4,87,133,17.4,37,224,46.3
29,0,163,54.7,21.3,74,120,32.9,66,207,35.5
48,0,160.5,58,29.8,60,109,15,37,140,25
32,1,177.3,77.4,20.9,85,142,24.2,36,193,51.2
25,1,170,78.9,18.7,82,138,10.2,48,245,38.9
63,0,146.5,41.4,26.1,61,126,21.8,12,131,17
25,1,179.8,87.6,24.9,80,135,18,45,234,40.6
22,1,168.7,75.1,21.88911,87,141,15.5,50,160,53
28,0,169.6,68,34.6,69,126,21.4,26,179,27.2
56,1,171.8,77.5,26,74,126,0.4,23,180,36.6
45,0,156.8,51.9,28.4,78,146,18.4,34,128,14.1
56,0,159.9,80.72,46.1,88,152,24.5,18,138,26.1
61,1,170.9,69,19.2,82,143,19.3,34,203,45.3
39,1,179.3,77.9,24.3,98,158,6.9,32,234,38.7
48,1,180.2,87,22,78,129,16.8,42,227,51.3
39,1,169.2,84.6,35.9,74,102,13.9,34,165,37.1
24,0,154.2,37.3,23,66,116,17.1,17,134,16.1
32,0,170,56.6,27.2,85,114,10.9,43,159,28.6
30,0,162.7,51.1,23.9,79,136,21.2,33,181,27.7
22,1,166.2,78.7,28.6,77,120,7.4,40,204,42.5
44,0,155.4,80.4,37.1,90,156,16.6,17,126,20
25,1,178.6,78.5,23.7,90,140,23.8,60,224,44.3
43,0,161,65.8,38.2,95,141,18,36,100,27.2
33,1,174.9,79.9,20.7,71,130,16.2,76,244,52.1
63,1,164.2,59.1,22.6,80,137,12,24,178,31.4
38,1,175.7,70.7,21.6,70,111,15.1,43,236,41.7
27,0,161.6,47.1,25.1,98,138,20,34,159,25.5
26,0,160.9,51.5,29.5,82,124,29.7,36,168,26.3
22,0,165.7,59.4,34.1,77,118,14.9,27,149,21.5
27,1,177.9,87.8,20.8,90,120,18.3,58,218,42.6
32,0,168,59.5,22.7,68,103,13.1,51,182,29
30,1,178.3,76,14.9,81,127,20.9,47,222,38.4
55,0,156.3,54.9,35.7,73,114,16.1,16,135,23.2
28,0,164.9,54.18,22,72,118,17.7,42,175,29
26,0,156.9,63.5,32.7,81,139,24.8,50,177,27.5
53,0,139.8,64.72,42.9,80,139,7.8,7,125,23.6
38,1,173.2,94.1,33.1,87,154,3,44,170,58.1
27,1,182.1,83.2,8.4,80,120,14.1,62,245,49.6
51,1,159,62.3,20.4,88,152,15.7,44,198,42.4
47,0,157,70.9,36,68,120,14.8,19,132,24.7
25,0,157.8,44.8,26.8,80,127,18.9,38,162,20.6
30,1,178.5,70.1,17.4,92,134,15.4,52,245,48.9
22,0,162.2,43.7,20.3,79,113,15.8,39,168,21
28,0,169.3,68.1,29.8,80,128,24.8,33,175,32.7
27,0,156.3,50.7,24.7,83,135,25,60,202,29.1
56,0,159.2,47.9,26.5,84,140,12.1,26,141,25
24,1,161.3,63.3,17,77,126,4.9,53,196,37.9
35,1,176.6,70.1,11.7,71,117,14.2,54,262,36.7
48,1,178.4,73.8,16.7,86,136,10.4,46,180,35.6
59,1,171,66.2,15.6,96,129,15.6,41,184,37.1
59,1,179.3,69.8,17.6,91,134,15.2,23,178,42.7
27,1,169.6,68.5,15.7,80,150,22.1,59,261,49.4
64,0,161.7,63.5,35,68,140,-6.1,0,70,17
21,0,171.9,69.5,32.1,98,142,17.6,34,141,27.4
33,1,174.8,69.4,13.6,97,153,17.7,59,241,55.7
28,1,175.8,93.3,33.5,80,137,11.5,38,215,42.6
43,1,167.8,68.24,21.1,82,118,12.5,31,214,39.5
21,0,167.9,57.6,25.9,72,117,24.4,52,196,24.1
29,1,179.4,77.6,16.5,82,141,27,54,248,46.1
51,1,167.4,56.4,13.2,77,123,9.2,46,212,30.8
26,1,183,91.5,14.2,89,152,24,52,218,59.8
60,0,160.1,60.3,35,75,136,15,11,101,27.3
25,1,168.4,67.3,18.5,91,126,16.8,45,198,39.9
22,0,164.5,54.6,21.9,84,130,23.3,40,185,31.9
60,1,173.2,80.5,23.1,98,154,8.6,48,211,46.9
22,0,158.1,76.1,40.7,67,106,5.2,29,137,26.3
63,1,162.6,68.7,17.7,93,187,18.6,34,189,46.5
32,1,173,74.7,12,84,122,23,76,274,53.8
26,1,172.3,118.6,35.4,79,144,3,29,195,57.3
25,0,173,66.2,27.3,73,110,26.3,43,183,35.4
27,0,158.4,51,26.3,75,118,13.1,39,148,25.9
25,1,169.7,53,18.1,90,140,17.3,34,174,36.4
38,1,158.9,69.9,36,86,147,2.5,26,145,30.1
24,1,177.5,83.2,19.8,89,144,21.6,48,254,47.6
21,1,171.1,57.7,13.9,75,142,13.6,50,229,44.6
53,1,170.9,66.86,19.8,88,140,-4.5,14,153,46.8
30,1,170.5,67.8,21.4,75,122,11,51,204,48.4
22,1,166,62.4,20.1,73,128,19.1,45,185,38.5
21,1,168.2,64,18.5,86,143,15.5,66,233,37.9
41,1,174.7,75.2,21.2,74,122,22,46,211,52
61,1,166.9,68,24.8,68,132,18.2,28,190,40.6
50,1,183.6,83.9,21,92,151,21.5,46,227,59.4
31,1,173.4,84.9,33,70,119,1.4,33,190,33.7
37,1,166.8,74.2,19.9,89,129,3.1,43,223,40.3
55,1,164.9,61.6,20.9,79,143,14.4,27,189,39.4
51,0,167.2,58.52,27.3,80,128,12.8,21,165,19.6
23,0,160.3,46.8,25.6,80,123,12.7,17,126,16
37,1,169.1,81.6,32.5,95,159,-6.3,38,161,38.1
50,1,175,76.9,24.9,88,138,13,36,198,42.5
23,1,168,57.3,10.1,57,112,14.9,50,242,45.6
48,1,177.1,67.8,14.1,69,126,16.2,56,208,41.8
42,1,169,72.3,23.6,90,110,20.7,46,240,46.6
24,0,154.7,62.4,29.9,66,100,22,49,179,33
22,1,170.9,57.1,9.9,70,116,12.1,49,226,40
54,0,155.9,62.7,35.8,96,153,10,12,100,27.5
42,1,171.5,91,30.3,97,132,3.2,27,203,42.8
25,0,164.9,67,32.4,72,118,15.4,35,149,28.6
50,1,168.8,76.8,23.2,82,132,5.5,39,197,43.1
24,1,174.5,79.94,11.9,86,147,20.2,62,268,55.3
32,1,184.7,85.6,16,76,153,26.1,50,237,55.1
61,1,171.2,60.9,13.3,68,134,-9.9,24,176,37.7
23,0,157.1,48.6,32.8,83,124,20.4,43,162,27.1
23,1,173.2,66.7,12.7,90,152,19.2,57,218,42.1
21,0,160.7,59.38,31.5,72,137,28.5,37,155,26.1
29,1,175.4,70.4,17.3,78,133,18,60,250,50.4
33,1,176.8,72.2,14.4,75,118,15.5,45,218,42.5
64,0,153.8,54.3,37.4,88,149,20,19,111,20.2
51,1,173.8,64.6,15.8,82,135,12.8,53,220,31.4
22,1,170.8,67.2,13.1,96,154,22.1,58,234,44.9
55,0,155.1,66.5,39.5,77,135,18.2,13,102,24.7
26,0,162.8,54.4,22.2,84,132,22.9,57,186,34.6
26,1,164.1,63.4,15.2,58,129,14.6,44,223,48.2
55,1,168.3,65.7,23.2,80,113,14.6,33,191,38.9
27,1,185.3,75.6,18.9,85,141,16.3,56,211,45.1
33,1,177.5,68,16.9,83,117,12.1,52,195,43.5
